13450,coccidioidomycosis,Coccidioidomycosis,"Significant disease develops in fewer than 5% of those infected and typically occurs in those with a weakened immune system. Mild asymptomatic cases often do not require any treatment, and the symptoms will go away within a few months. Those with severe symptoms may benefit from anti-fungal therapy, which usually requires 3每6 months of treatment. There is a lack of prospective studies that examine optimal anti-fungal therapy for coccidioidomycosis. On the whole, oral fluconazole and intravenous amphotericin B are used in progressive or disseminated disease, or in immunocompromised individuals. Amphotericin B used to be the only available treatment, although now there are alternatives, including itraconazole or ketoconazole may be used for milder disease. Fluconazole is the preferred medication for coccidioidal meningitis, due to its penetration into CSF. Intrathecal or intraventricular amphotericin B therapy is used if infection persists after fluconazole treatment. Itraconazole is used for cases that involve treatment of infected person's bones and joints. The antifungal medications posaconazole and voriconazole have also been used to treat coccidioidomycosis. Because the symptoms of valley fever are similar to the common flu and other respiratory diseases, it is important for public health professionals to be aware of the rise of valley fever and the specifics of diagnosis. Greyhound dogs often get valley fever as well, and their treatment regimen involves 6每12 months of Ketoconazole, to be taken with food."
4885,Colorado tick fever,Colorado tick fever (CTF),"No specific treatment for CTF is yet available. The first action is make sure the tick is fully removed from the skin, then acetaminophen and analgesics can be used to help relieve the fever and pain. Aspirin is not recommended for children, as it has been linked to Reye＊s syndrome in some viral illnesses. Salicylates should not be used because of thrombocytopenia, and the rare occurrence of bleeding disorders. People who suspect they have been bitten by a tick or are starting to show signs of CTF should contact their physicians immediately."
12287,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever (CCHF),"Treatment is primarily symptomatic and supportive, as there is no established specific treatment. Ribavirin is effective in vitro and has been used during outbreaks, but there is no trial evidence to support its use. A Turkish research team led by Refik Saydam Health Institute has developed treatment-serum derived from blood of several CCHF-patients, which have been proven to be 90% effective in CCHF-patients."
12053,cryptococcosis,Cryptococcosis,"Treatment options in persons without HIV-infection have not been well studied. Intravenous Amphotericin B combined with flucytosine by mouth is recommended. Persons living with AIDS often have a greater burden of disease and higher mortality (30-70% at 10-weeks), but recommended therapy is with amphotericin B and flucytosine. Where flucytosine is not available (many low and middle income countries), fluconazole should be used with amphotericin. Amphotericin-based induction therapy has much greater microbiologic activity than fluconazole monotherapy with 30% better survival at 10-weeks. Based on a systematic review of existing data, the most cost-effective induction treatment in resource-limited settings appears to be one week of amphotericin B coupled with high-dose fluconazole. After initial induction treatment as above, typical consolidation therapy is with oral fluconazole for at least 8 weeks used with secondary prophylaxis with fluconazole thereafter."
1733,cryptosporidiosis,Cryptosporidiosis,"Symptomatic treatment primarily involves fluid rehydration, electrolyte replacement (sodium, potassium, bicarbonate, and glucose), and antimotility agents (e.g., loperamide).Supplemental zinc may improve symptoms, particularly in recurrent or persistent infections or in others at risk for zinc deficiency."
10079,cysticercosis,Cysticercosis,"1) Neurocysticercosis: Asymptomatic cysts, such as those discovered incidentally on neuroimaging done for another reason, may never lead to symptomatic disease and in many cases do not require therapy. Calcified cysts have already died and involuted. Further antiparasitic therapy will be of no benefit. 2) Eyes: surgical removal is necessary for cysts within the eye itself as treating intraocular lesions with anthelmintics will elicit an inflammatory reaction causing irreversible damage to structural components. Cysts outside the globe can be treated with anthelmintics and steroids. Treatment recommendations for subcutaneous cysticercosis includes surgery, praziquantel and albendazole. 3) Skin: subcutaneous disease does not need specific therapy. Painful or bothersome cysts can be surgically removed."
946,dientamoebiasis,Dientamoebiasis,"Concomitant pinworm infection should also be excluded, although the association has not been proven. Successful treatment of the infection with iodoquinol, doxycycline, metronidazole, paromomycin, and secnidazole has been reported. Resistance requires the use of combination therapy to eradicate the organism. All persons living in the same residence should be screened for D. fragilis, as asymptomatic carriers may provide a source of repeated infection. Paromomycin is an effective prophylactic for travellers who will encounter poor sanitation and unsafe drinking water."
11405,diphtheria,Diphtheria,"The disease may remain manageable, but in more severe cases, lymph nodes in the neck may swell, and breathing and swallowing will be more difficult. People in this stage should seek immediate medical attention, as obstruction in the throat may require intubation or a tracheotomy. Abnormal cardiac rhythms can occur early in the course of the illness or weeks later, and can lead to heart failure. Diphtheria can also cause paralysis in the eye, neck, throat, or respiratory muscles. Patients with severe cases will be put in a hospital intensive care unit and be given a diphtheria antitoxin. Since antitoxin does not neutralize toxin that is already bound to tissues, delaying its administration is associated with an increase in mortality risk. Therefore, the decision to administer diphtheria antitoxin is based on clinical diagnosis, and should not await laboratory confirmation. Antibiotics have not been demonstrated to affect healing of local infection in diphtheria patients treated with antitoxin. Antibiotics are used in patients or carriers to eradicate C. diphtheriae and prevent its transmission to others. The CDC recommends either: 1) Metronidazole: Erythromycin (orally or by injection) for 14 days (40 mg/kg per day with a maximum of 2 g/d), or Procaine penicillin G given intramuscularly for 14 days (300,000 U/d for patients weighing <10 kg and 600,000 U/d for those weighing >10 kg). Patients with allergies to penicillin G or erythromycin can use rifampin or clindamycin. In cases that progress beyond a throat infection, diphtheria toxin spreads through the blood and can lead to potentially life-threatening complications that affect other organs, such as the heart and kidneys. The toxin can cause damage to the heart that affects its ability to pump blood or the kidneys' ability to clear wastes. It can also cause nerve damage, eventually leading to paralysis. About 40% to 50% of those left untreated can die."
10075,diphyllobothriasis,Diphyllobothriasis,"Upon diagnosis, treatment is quite simple and effective. The standard treatment for diphyllobothriasis, as well as many other tapeworm infections is a single dose of praziquantel, 5每10 mg/kg orally once for both adults and children. An alternative treatment is niclosamide, 2 g orally once for adults or 50 mg/kg (max 2 g) for children. One should note that praziquantel is not FDA-approved for this indication and niclosamide is not available for human use in the United States. Reportedly, albendazole can also be effective. Another interesting potential diagnostic tool and treatment is the contrast medium, Gastrografin, introduced into the duodenum, which allows both visualization of the parasite, and has also been shown to cause detachment and passing of the whole worm."
14418,dracunculiasis,Dracunculiasis,"There is no vaccine or medicine to treat or prevent Guinea worm disease. Once a Guinea worm begins emerging, the first step is to do a controlled submersion of the affected area in a bucket of water. This causes the worm to discharge many of its larva, making it less infectious. The water is then discarded on the ground far away from any water source. Submersion results in subjective relief of the burning sensation and makes subsequent extraction of the worm easier. To extract the worm, a person must wrap the live worm around a piece of gauze or a stick. The process can be long, taking anywhere from hours to a week. Gently massaging the area around the blister can help loosen the worm. This is nearly the same treatment that is noted in the famous ancient Egyptian medical text, the Ebers papyrus from 1550 BC. Some people have said that extracting a Guinea worm feels like the afflicted area is on fire. However, if the infection is identified before an ulcer forms, the worm can also be surgically removed by a trained doctor in a medical facility."
4325,Ebola hemorrhagic fever,Ebola hemorrhagic fever,"Treatment is primarily supportive in nature. Early supportive care with rehydration and symptomatic treatment improves survival. Rehydration may be via the oral or by intravenous route. These measures may include management of pain, nausea, fever and anxiety. The World Health Organization recommends avoiding the use of aspirin or ibuprofen for pain due to the bleeding risk associated with use of these medications. Blood products such as packed red blood cells, platelets or fresh frozen plasma may also be used. Other regulators of coagulation have also been tried including heparin in an effort to prevent disseminated intravascular coagulation and clotting factors to decrease bleeding. Antimalarial medications and antibiotics are often used before the diagnosis is confirmed, though there is no evidence to suggest such treatment helps. A number of experimental treatments are being studied. If hospital care is not possible, the World Health Organization has guidelines for care at home that have been relatively successful. In such situations, recommendations include using towels soaked in bleach solutions when moving infected people or bodies and applying bleach on stains. It is also recommended that the caregivers wash hands with bleach solutions and cover their mouth and nose with a cloth."
1496,echinococcosis,Echinococcosis,"1) Cystic: For simple cases of cystic echinococcosis, the most common form of treatment is open surgical removal of the cysts combined with chemotherapy using albendazole and/or mebendazole before and after surgery. However, if there are cysts in multiple organs or tissues, or the cysts are in risky locations, surgery becomes impractical. For inoperable cases such as these, chemotherapy and/or PAIR (puncture-aspiration-injection-reaspiration) become alternative options of treatment. In the case of alternative treatment using just chemotherapy, albendazole is preferred twice a day for 1每5 months. An alternative to albendazole is mebendazole for at least 3 to 6 months. The other alternative to surgery is PAIR with chemotherapy. PAIR is a minimally invasive procedure that involves three steps: puncture and needle aspiration of the cyst, injection of a scolicidal solution for 20每30 min, and cyst-re-aspiration and final irrigation. Patients who undergo PAIR typically take albendazole or mebendazole from 7 days before the procedure until 28 days after the procedure. While open surgery still remains as the standard for cystic echinococcosis treatment, there have been a number of studies that suggest that PAIR with chemotherapy is more effective than surgery in terms of disease recurrence, and morbidity and mortality. In addition to the three above mentioned treatments, there is currently research and studies looking at new treatment involving percutaneous thermal ablation (PTA) of the germinal layer in the cyst by means of a radiofrequency ablation device. This form of treatment is still relatively new and requires much more testing before being widely used. An alternative to open surgery is laparoscopic surgery, which provides excellent cure rates with minimal morbidity and mortality. 2)Alveolar: For alveolar echinococcosis, surgical removal of cysts combined with chemotherapy (using  albendazole and/or mebendazole) for up to two years after surgery is the only sure way to completely cure the disease. However, in inoperable cases, chemotherapy by itself can also be used. In treatment using just chemotherapy, one could use either mebendazole in three doses or albendazole in two doses. Since chemotherapy on its own is not guaranteed to completely rid the patient of disease, patients are often kept on the drugs for extended periods of times (i.e. more than 6 months, years). In addition to surgery and chemotherapy, liver transplants are being looked into as a form of treatment for alveolar echinococcosis although it is seen as incredibly risky since it often leads to echinococcosis re-infection in the patient afterwards. 3) Polycystic: Since polycystic echinococcosis is constrained to such a particular area of the world and is not well described or found in many people, treatment of polycystic echinococcosis is less defined than that of cystic and alveolar echinococcosis. While surgical removal of cysts was the treatment of choice for the previous two types of echinococcosis, chemotherapy is the recommended treatment approach for polycystic echinococcosis. While albendazole is the preferred drug, mebendazole can also be used if the treatment is to be for an extended period of time. Only if chemotherapy fails or if the lesions are very small is surgery advised."
10242,ehrlichiosis,Ehrlichiosis,"Doxycycline and minocycline are the medications of choice. For people allergic to antibiotics of the tetracycline class, rifampin is an alternative. Early clinical experience suggested that chloramphenicol may also be effective, however, in vitro susceptibility testing revealed resistance."
50480,epidemic typhus,Epidemic typhus,"The infection is treated with antibiotics. Intravenous fluids and oxygen may be needed to stabilize the patient. There is a significant disparity between the untreated mortality and treated mortality rates: 10-60% untreated versus close to 0% treated with antibiotics within 8 days of initial infection. Tetracycline, Chloramphenicol, and doxycycline are commonly used. Infection can also be prevented by vaccination. Some of the simplest methods of prevention and treatment focus on preventing infestation of body lice. Complete change of clothing, washing the infested clothing in hot water, and in some cases also treating recently used bedsheets all help to prevent typhus by removing potentially infected lice. Clothes also left unworn and unwashed for 7 days also cause both lice and their eggs to die, as they have no access to their human host. Another form of lice prevention requires dusting infested clothing with a powder consisting of 10% DDT, 1% malathion, or 1% permethrin, which kill lice and their eggs."
50495,exanthema subitum,Exanthem subitum (Sixth disease),"For HHV-6 infection, no pharmacological treatments have been approved as of June 2012. Although they may be unnecessary for exanthema subitum, the use of Cytomegalovirus treatments (valganciclovir, ganciclovir, cidofovir, and foscarnet) have shown some success."
885,fascioliasis,Fasciolasis,"Several drugs are effective for fascioliasis, both in humans and in domestic animals. The drug of choice in the treatment of fasciolosis is triclabendazole, a member of the benzimidazole family of anthelmintics. The drug works by preventing the polymerization of the molecule tubulin into the cytoskeletal structures, microtubules. Resistance of F. hepatica to triclabendazole has been recorded in Australia in 1995 and Ireland in 1998. Praziquantel treatment is ineffective. There are case reports of nitazoxanide being successfully used in human fasciolosis treatment in Mexico. There are also reports of bithionol being used successfully. More recently, Mirazid, an Egyptian drug made from myrrh, has been investigated as an oral treatment of trematode-caused ailments including fascioliasis. Nitazoxanide has been found effective in trails, but is currently not recommended.The life cycle includes freshwater snails as an intermediate host of the parasite."
888,fasciolopsiasis,Fasciolopsiasis,"Praziquantel is the drug of choice for treatment. Treatment is effective in early or light infections. Heavy infections are more difficult to treat. Studies of the effectiveness of various drugs for treatment of children with F. buski have shown tetrachloroethylene as capable of reducing faecal egg counts by up to 99%. Other anthelmintics that can be used include thiabendazole, mebendazole, levamisole and pyrantel pamoate. Oxyclozanide, hexachlorophene and nitroxynil are also highly effective."
1080,filariasis,Filariasis,"The recommended treatment for people outside the United States is albendazole (a broad-spectrum anthelmintic) combined with ivermectin. A combination of diethylcarbamazine and albendazole is also effective. All of these treatments are microfilaricides; they have no effect on the adult worms. Different trials were made to use the known drug at its maximum capacity in absence of new drugs. In a study from India, it was shown that a formulation of albendazole had better anti-filarial efficacy than albendazole itself. In 2003, the common antibiotic doxycycline was suggested for treating elephantiasis. Filarial parasites have symbiotic bacteria in the genus Wolbachia, which live inside the worm and seem to play a major role in both its reproduction and the development of the disease. Clinical trials in June 2005 by the Liverpool School of Tropical Medicine reported an eight-week course almost completely eliminated microfilaraemia."
10718,giardiasis,Giardiasis,"Treatment is not always necessary as the infection usually resolves on its own. However, if the illness is acute or symptoms persist and medications are needed to treat it, a nitroimidazole medication is used such as metronidazole, tinidazole, secnidazole or ornidazole. Resistance has been seen clinically to both nitroimidazoles and albendazole, but not nitazoxanide, though nitazoxanide resistance has been induced in research laboratories so is theoretically possible. The exact mechanism of resistance to all of these medications are not well understood. In the case of nitroimidazole-resistant strains of Giardia, other drugs are available which have showed efficacy in treatment including quinacrine, nitazoxanide, bacitracin zinc, furazolidone and paromomycin. During pregnancy, paromomycin is the preferred treatment drug because of its poor intestinal absorption, and thus less exposure to the fetus.[36] Alternatively, metronidazole can be used after the first trimester as there has been wide experience in its use for trichomonas in pregnancy."
13444,glanders,Glanders,"No vaccine is licensed for use in the U.S.[7] Infection with either of these bacteria results in nonspecific symptoms and can be either acute or chronic, impeding rapid diagnosis. The lack of a vaccine for either bacterium also makes them potential candidates for bioweaponization.[citation needed][8] Together with their high rate of infectivity by aerosols and resistance to many common antibiotics, both bacteria have been classified as category B priority pathogens by the US NIH and US CDC, which has spurred a dramatic increase in interest in these microorganisms. Attempts have been made to develop vaccines for these infections, which would not only benefit military personnel, a group most likely to be targeted in an intentional release, but also individuals who may come in contact with glanders-infected animals or live in areas where melioidosis is endemic."
11379,gnathomiasis,Gnathostomiasis,"Surgical removal or treatment with albendazole or ivermectin is recommended. The most prescribed treatment for gnathostomiasis is surgical removal of the larvae but this is only effective when the worms are located in an accessible location. In addition to surgical excision, albendazole and ivermectin have been noted in their ability to eliminate the parasite. Albendazole is recommended to be administered at 400 mg daily for 21 days as an adjunct to surgical excision, while ivermectin is better tolerated as a single dose. Ivermectin can also serve as a replacement for those that can＊t handle albendazole 200 ug/kg p.o. as a single dose. However, ivermectin has been shown to be less effective then albendazole."
7551,gonorrhea,Gonorrhea,"As of 2010, injectable ceftriaxone is one of the few effective antibiotics. This is typically given in combination with either azithromycin or doxycycline. As of 2015 the CDC only recommends both ceftriaxone and azithromycin. Because of increasing rates of antibiotic resistance local susceptibility patterns must be taken into account when deciding on treatment."
9113,granuloma inguinale,Granuloma inguinale (Donovanosis),"Recommended regimen is doxycycline 100 mg orally twice a day, alternatively with azithromycin 1 g orally once per week or ciprofloxacin 750 mg orally twice a day or erythromycin base 500 mg orally four times a day or trimethoprim-sulfamethoxazole one double-strength (160 mg/800 mg) tablet orally twice a day. All antibiotic regimens should last for at least 3 weeks and until all lesions have completely healed. Normally, the infection will begin to subside within a week of treatment, but the full treatment period must be followed to minimize the possibility of relapse."
10881,"hand, foot and mouth disease","Hand, foot and mouth disease (HFMD)","Medications are usually not needed as hand, foot and mouth disease is a viral disease that typically gets better on its own. Currently, there is no specific curative treatment for hand, foot and mouth disease. Disease management typically focuses on achieving symptomatic relief. Pain from the sores may be eased with the use of analgesic medications. Infection in older children, adolescents, and adults is typically mild and lasts approximately 1 week, but may occasionally run a longer course. Fever reducers and lukewarm baths can help decrease body temperature. A minority of individuals with hand, foot and mouth disease may require hospital admission due to complications such as inflammation of the brain, inflammation of the meninges, or acute flaccid paralysis. Non-neurologic complications such as inflammation of the heart, fluid in the lungs, or bleeding into the lungs may also occur."
